gt,eid,uid,cid0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,pgdLpPZIMVLRjrh51arwS9LRHXmgujq9,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,22,0,0,106,0,0,0,21,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
1,bor7xcfwb68jYSkGCTmbaU9HuxJgxuFh,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,QskV7kNxmPW7bAOBqNESmip8yxJSm08j,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1,5vUuq5ZeDCNce4LmvH0naoUjpb3qbNOp,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,2,0,22,0,0,0,0,2,0,0,0,0,0,8,4,0,13,0,0,0,0,0,0,0,0,0,0
1,k5q45dppmDW4a7ET3XXHs46arirHxKSA,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,62,0,0,0,0,0,3,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,VgM96vtNIkzVGBDWKldgtODx8rC8xue9,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,29,0,0,0,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0K6JPqiivQzicxY4EV4nqMLCL3a08A97,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1,ffZwQ2TZgwHjvLWDqUr1Dc29lUnh02oe,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,G5krO16D3cyvAnQXVywA0e0QfvmDKyJE,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,5,12,48,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HbdIEiZ1jslj2pBp8czn7lhBbxLYjtpj,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,4,0,0,0,7,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1,N5milPkmFV130ulgDAQg3gte1RwZ16aB,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6hOFMnbpcErHmlwc3MeiSQOkkbkZvsdF,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,2,0,5,14,0,0,0,20,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,wKrSgnk7dhjBHoXzbY2fvfSxqEvOcxXR,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,cr33h2AnHd62XeesGrmbTA0mVn4l2kOM,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,0,0,0,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0ltHD7JKopZM3E5T0a2250CBqzZcamzC,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,149,0,12,4,0,4,4,0,38,0,0,0,0,0,62,0,0,0,198,0,0,0,0,0,0,0,0,9,0,0
1,RLi8bno6CViYtG2SFjJNe04RP49BQQtN,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ESIDCh7JUpjIHOXvPcQBcrSs3Att83qK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,33,0,18,10,21,0,0,70,4,0,0,0,2,10,0,0,25,0,9,6,4,2,67,9,1,6,0,0,0,19
1,9GatPqVWCYlkLUFgV4ecNX21UY137T8c,9Mq1P5hrrLw6Bh9X4W4ZjisQJDdxjz9x,0,24,21,0,20,0,18,22,3,0,9,0,0,0,5,0,0,20,0,0,0,82,0,0,0,0,0,0,0,0
1,o9OiuR1V9DDjBMFIfw7sS4DiqEBIQuP8,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,48,0,0,9,0,0,0,35,18,11,0,0,0,55,7,0,0,0,0,0,0,0,0,0
1,pLt0wJTmvhiqMvp8V25T0CNGvbGFDhWS,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,68,23,0,0,0,0,0,0,0,13,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0
0,AycTuXkdKg0WdyDCX82nE6WfHq0JV3oj,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,0,0,0,0,0,0,138,0,170,187,1,0,0,0,0,0,0,0,0,22,22,115,0,34,0,3,8,0,61,49
0,9GatPqVWCYlkLUFgV4ecNX21UY137T8c,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,16,12,0,239,233,0,0,12,11,0,271,75,124,331,16,0,20,0,0,260,441,0,0,200,44,192,96,119,0,0
1,Vmvdv9k8S1ONPkUHSdXPEenyx7UNVISW,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,17,47,33,22,8,0,0,0,0,0,0,0,0,0
1,cr33h2AnHd62XeesGrmbTA0mVn4l2kOM,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,33,0,0,0,4,0,0,0,0,0,0,0,85,0,55,0,6,0,4,0,0,0,70,0,0,4,0,0,42,2
0,FpAFHYP26eZqx6Z5sDhKdTJPTBgbDKt4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,103,0,75,25,56,0,6,57,18,0,16,0,10,1,0,0,0,0,0,0,6,0,32,30,27,9,13,0,0,0
1,wmD7RtZPHqOfpVEXsJ4kv2jVIQOymIt7,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1,uhhVn2X7KTVJ0ZZ7uUwG1hMZv4TidRQj,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Vmvdv9k8S1ONPkUHSdXPEenyx7UNVISW,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LVKB8W6zwKVbCQUmLhk9Sr9wthuO6y2c,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,5,165,5,12,0,0,0,9,20,0,2,44,2,0,0,0,0,0,0,1,7,23,0,13,33,0,0,0,54,29
0,06P7HrC0XKQ9KWXkwxcV3Kb25t3dYmF3,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,15,69,46,0,56,0,0,0,0,0,0,0,51,0,0,0,0,91,64,14
1,Vmvdv9k8S1ONPkUHSdXPEenyx7UNVISW,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,49,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Vmvdv9k8S1ONPkUHSdXPEenyx7UNVISW,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,d0ew9VLsml5QMEcWKN3RxbwtUNMRm8M6,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,198,0,0,0,0,0,200,0,0,0,0,0,133,0,0,0,0,0,0,0,74,8,8,0,0,0
1,xg8dkQPzve0MzcpgxvEsbKyY4VwKrxAC,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,26,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ahFkMpqRNclNalhsRFgKmc75UZfOTdgQ,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0
0,rOwBzD1fageZ7aCf7f3MKUZ9GeLVAmdp,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,35,0,0,75,0,85,0,90,0,0,0,0,0,4,0,0,0,4,39,0,0,4,11,0,0,49,11,0,0,16
1,QhIEGvYTYkDhEyimLONTXmJHONpcq43g,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
1,52FoPUd3KMEUCnYRyfUCLcbBihtNIELo,WM572q68zD5VW8pcvVTc1RhhFUq3iRFN,0,0,0,0,0,9,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,cMSeNg2TzFB95J40shKoh8lWnpLkZcTC,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,N8ImsRAOwKN1miGsY3XebQh4yR8wiVJX,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,0,0,0,0,0,44,29,1,0,0,0,66,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0
1,MmRFCvQXxM6VfXOj2MYfZQv8XQUc5amW,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C1X4Svv3ndSSf1H3X8giMtqsvQGuhvHV,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,11,0,38,7,2,0,0,0,0,0,0,0,0,0,3,0,0,7,23,0,0,0,0,0,80
1,6ysaEs6vstKtLjiClow0f4E5UhF658OT,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0a9LRwLYq2zam4NcdU9Yh5C7IQvHBC1m,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RawftEJOFhVLAkCwjrU5kX2nUUfcEyfi,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,102,0,6,0,0,0,0,0,0,0,28,16,0,0,0,0,5,0,22,0,0,22,0,17,3,0,0,0
1,VhukMS7IeX7XDUBwwZYzbVsz6P6yEHKX,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Zp4vK4oqe1AwFnnOJdy7Uz1AWwNAcdOt,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,14,0,0,0,0,10,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,wUTbsjkwTp3KHRQ9ZPa2MhYE2Adg8ip9,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,25,0,0,0,4,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,133,0,0,0,110,115,0,0,0
1,6ysaEs6vstKtLjiClow0f4E5UhF658OT,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1,91oiiK4e4SY4XLuVUQz4qGBrbyOz8UY2,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,35TA52attVnSQuXJyYnmsYMm650ZUsTZ,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,1,12,0,0,0,0,0,0,0,0,27,0,0,121,6,0,159,37,0,0,0,13,0,0,39,0
1,fOGAjxxxpsDuk08vAdjWtxgrvUhA2ic8,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0
0,35TA52attVnSQuXJyYnmsYMm650ZUsTZ,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,29,0,0,0,8,31,0,0,0,0,0,0,0,0,6,0,0,4,129,0,5,23,0,0,0,54,5,0,14,0
0,6hOFMnbpcErHmlwc3MeiSQOkkbkZvsdF,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,eAYEFs3KEWQ2EwrLC3RvYdhADlTOEG7g,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,88,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,UA8vU3s92g3lXc62U363PEO0xor6Mpeg,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,0,0,0,23,2
1,QQyKT0cNRgXjfYZrcyku7Q3OKE07rSzG,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,1,0,0,0,0,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
1,zMOQVVBAzPNKM6suVODXLygAdo7zVyR4,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,0,10,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LzhmzME7EkyHXpFVu0EENS6JHqvsJLtH,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,17,13,0,0,0,0,0,44,0,0,0,6,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,22
1,qwcgn9OrTcV9fMEc9uGLG10lAygGpwwL,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,2,26,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,fWFaAKdCQbV0w3S48FeXgmzcwLTDxziF,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,36,22,22,18,0,1,2,0,0,0,0,0,1,0,60,0,8,24,16,0,25,23,31,0,16,16,0,0,58,26
1,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ND6tNFWgG1H3r1RMtP2gfEOqwPAMCqgY,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,27,9,0,0,0,0,36,55,0,0,0,16,12,12,12,0,0,9,2,0,0,0,0,24,2
1,gnjZOoI8BeitDTrO8bhWhoFLWjid4LeA,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,9Mq1P5hrrLw6Bh9X4W4ZjisQJDdxjz9x,0,5,0,0,0,4,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0
0,I5YipDtIIwGom45sYpZMbjiR1Wi4Pl3k,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
0,VjR9VP67wJl90FeAkIbcbFMlwY57zr53,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,389,187,126,47,69,17,22,93,22,0,32,16,84,0,54,26,11,15,3,14,9,50,47,35,35,52,18,6,72,7
1,OvG0QIZOPiV3oa4UqFgxzNEprO7pKVmV,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,1,6,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,6X4uVveUncgjwOcu6mSMOCuLJ07MrFiX,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,20,7,9,11,0,72,0,0,0,0,0,0,0,0,4,0,0,0,68,0,0,0,8,1,0,0,5,0,5,0
0,BkWsoOcHNs2015z3Qrz6HVGKHPIIV4xg,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,65,4,26,0,0,0,0,36,0,0,159,0,0,0,4,0,0,0,84,0,0,0,38,0,0,0,0,0,0,0
0,hfMGuVwBeucr422AFfEYrtJHa9rVnsoA,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,0,72,14,0,0,0,0,32,16,0,5,0,0,0,0,9,0,0,0,0,0,64,0,0,0,0,0,7,0,26
1,rYSxun4NgQnH8EYwHicH82Z91cblITe8,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,dw8UeboqdsSC29cEE9urly5h5PKlFfq8,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,OvG0QIZOPiV3oa4UqFgxzNEprO7pKVmV,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,dw8UeboqdsSC29cEE9urly5h5PKlFfq8,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,tWy6K2sNXVB2esbGJMyXdZRQGH2Klw9e,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,12,0,70,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,XiaZKMFLZltgVmLipzSXdXFKLHeDtV4U,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,93,17,0,0,7,0,26,5,9,7,0,0,18,16,0,0,0
1,IFQQStJmvfA3NyTN88jNEn631VKsGQET,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,eqaDSMjkkLr4V8zwKAYzNF193Wm3l9Pg,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,IFQQStJmvfA3NyTN88jNEn631VKsGQET,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,urVw10ZOKTw1O1zHFnsutUzT6EcZdTal,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,6,27,0,0,4,8,12,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,37,42
1,IFQQStJmvfA3NyTN88jNEn631VKsGQET,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,IFQQStJmvfA3NyTN88jNEn631VKsGQET,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,IFQQStJmvfA3NyTN88jNEn631VKsGQET,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0a9LRwLYq2zam4NcdU9Yh5C7IQvHBC1m,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0,1,0,0,0,0,0,0,0
1,dEamTHPv2n4UBaBMMzaMVTBu34nRHB8p,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ykaUPJW4Nc9r2mv4b25QxgdHgIcQ63RQ,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,0,29,0,0,0,0,38,0,46,5,0,8,0,0,0,0,34,0,5,0,0,0,0,0,0,0,0,124,23,15
1,U8CJ4eMAocRPzH9a3a2MJhXfikEQ51WM,WM572q68zD5VW8pcvVTc1RhhFUq3iRFN,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,dEamTHPv2n4UBaBMMzaMVTBu34nRHB8p,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,mPSPvu82Gr17tV9GJ95bDC7exvsVnwDE,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,nknXXbQsC6Q6nMDyRKc0MDJZg6KtAXBE,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,28,0,26,0,0,14,0,7,0,4,0,0,0,2,0,0,5,10,0,40,12,0,0,0,0,0,0,28,38
0,mJAgtJKHxy28GsPIeuAEUCIOXmHzCywF,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,14,26,42,0,0,0,55,20,0,19,0,11,44,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0
1,enuvKLyT2ykj48rWHPW89MLncx4PUXNY,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MreMBBpkQsLa4FQRsMj3EyXahyuFtEaB,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,0,0,0,0,0,50,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,rGYABwmzdmz7aGimMlNTxZBzVQmXb7l3,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,25,29,25,0,0,0,0,10,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,61,0,0,0,0,20
1,OfMabADNCpK7MfQ7IaqBsUw8RvPeHL0S,WM572q68zD5VW8pcvVTc1RhhFUq3iRFN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,OfMabADNCpK7MfQ7IaqBsUw8RvPeHL0S,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1YxknoiTrSwQgclDlSAh4oMYHRyARhLv,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0,0,0,1,6,20,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0
1,8OeiQbuEbEG2DSTpkZJyuKzc1PTNg0ge,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,zR0g30ZkYOewZ1v3KIazUaOUmioWWitt,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,26,35,3,23,71,36,12,18,19,45,8,0,0,0,0,0,0,88,37,11,2,31,12,0,20,0,0,0,0,39
1,SBKmZQKyhuJA1XH2T0N8auRRxQktNj9B,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,55,0,0,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
0,pEG0WpCYCCnTthJIguhWAxqiXrJNP78G,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,47
0,gy3BvVrVsPEOTbBIzgrzlgbjo2i3CfZs,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,0,0,89,58,0,6,0,28,0,0,0,0,6,70,0,0,0,0,0,0,9,0,0,0,0,20,13,0,43,0
0,Qc7qhDYnMQ0se5itn8lyxOFjZ1zzyfhE,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,0,0,0,0,0,5,81,7,0,0,0,7,26,0,0,0,0,33,0,23,0,0,0,4,2,1,0,178
0,nknXXbQsC6Q6nMDyRKc0MDJZg6KtAXBE,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,22,0,0,0,0,0,0,0,51,5,0,0,10,0,0,20,0,2,20,0,0,4,4,0,0,0
0,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,24,10,6,56,7,47,0,0,0,45,0,0,6,0,28,69,11,12,40,90,0,32,3,14,0,4,56,14,11,0
0,GsMuFjXWxUh2UrLHKPEnIwFvWlVxAcB7,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,zEiNHlokNuJTLVoV4Hy4kJd9kzaIjztD,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,46,18,0,1,24,0,4,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0
1,7KNecsubFdywoFPLyTu2kgv5VbQekjao,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,33,0,0,0,38,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
